NA	NA-NA	NA
petty_03	1-WORD&SENSE	4
phone_01	1-WORD&SENSE	7
physical_02	1-WORD&SENSE	4
pick_01	1-WORD&SENSE	5
pictures_01	1-WORD&SENSE	4
picture_01	1-WORD&SENSE	7
piece_01	1-WORD&SENSE	5
pilot_02	1-WORD&SENSE	5
placed_01	1-WORD&SENSE	4
places_01	1-WORD&SENSE	19
place_01	1-WORD&SENSE	97
place_02	1-WORD&SENSE	3
place_03	1-WORD&SENSE	3
place_06	1-WORD&SENSE	4
place_07	1-WORD&SENSE	5
place_12	1-WORD&SENSE	5
planet_01	1-WORD&SENSE	5
planet_02	1-WORD&SENSE	21
planning_03	1-WORD&SENSE	5
plants_04	1-WORD&SENSE	7
plant_03	1-WORD&SENSE	3
plant_04	1-WORD&SENSE	4
plan_02	1-WORD&SENSE	5
plan_03	1-WORD&SENSE	7
players_05	1-WORD&SENSE	3
playing_02	1-WORD&SENSE	5
playing_05	1-WORD&SENSE	5
plays_02	1-WORD&SENSE	3
play_01	1-WORD&SENSE	3
play_02	1-WORD&SENSE	4
play_03	1-WORD&SENSE	4
please_02	1-WORD&SENSE	12
please_03	1-WORD&SENSE	14
plus_04	1-WORD&SENSE	6
poachers_03	1-WORD&SENSE	7
poaching_01	1-WORD&SENSE	10
point_01	1-WORD&SENSE	9
point_03	1-WORD&SENSE	4
point_07	1-WORD&SENSE	3
point_20	1-WORD&SENSE	9
point_23	1-WORD&SENSE	13
poisoning_02	1-WORD&SENSE	3
polar_01	1-WORD&SENSE	7
polar_02	1-WORD&SENSE	3
policies_01	1-WORD&SENSE	3
policies_03	1-WORD&SENSE	9
policy_03	1-WORD&SENSE	6
political_01	1-WORD&SENSE	9
political_02	1-WORD&SENSE	11
political_03	1-WORD&SENSE	18
politicians_03	1-WORD&SENSE	11
politician_03	1-WORD&SENSE	4
politics_04	1-WORD&SENSE	5
politics_05	1-WORD&SENSE	19
polls_05	1-WORD&SENSE	5
pollution_01	1-WORD&SENSE	15
pollution_03	1-WORD&SENSE	3
poor_01	1-WORD&SENSE	52
poor_02	1-WORD&SENSE	15
poor_03	1-WORD&SENSE	10
poor_04	1-WORD&SENSE	3
poor_06	1-WORD&SENSE	18
popular_02	1-WORD&SENSE	4
population_01	1-WORD&SENSE	5
population_04	1-WORD&SENSE	12
positions_01	1-WORD&SENSE	4
position_01	1-WORD&SENSE	12
positive_01	1-WORD&SENSE	8
positive_02	1-WORD&SENSE	3
possibility_02	1-WORD&SENSE	3
possibly_01	1-WORD&SENSE	3
possibly_02	1-WORD&SENSE	10
posted_01	1-WORD&SENSE	3
pounds_01	1-WORD&SENSE	3
power_01	1-WORD&SENSE	13
power_02	1-WORD&SENSE	8
power_04	1-WORD&SENSE	4
power_05	1-WORD&SENSE	3
practices_04	1-WORD&SENSE	3
prayers_01	1-WORD&SENSE	3
prayers_05	1-WORD&SENSE	5
pregnant_01	1-WORD&SENSE	7
presidential_02	1-WORD&SENSE	7
president_01	1-WORD&SENSE	23
president_02	1-WORD&SENSE	37
pretty_01	1-WORD&SENSE	61
pretty_02	1-WORD&SENSE	23
prevented_01	1-WORD&SENSE	6
prevented_02	1-WORD&SENSE	7
prevent_01	1-WORD&SENSE	7
prevent_02	1-WORD&SENSE	21
previous_01	1-WORD&SENSE	3
previous_03	1-WORD&SENSE	5
price_06	1-WORD&SENSE	3
priority_01	1-WORD&SENSE	4
priority_02	1-WORD&SENSE	3
prison_02	1-WORD&SENSE	10
private_02	1-WORD&SENSE	3
private_05	1-WORD&SENSE	4
problems_01	1-WORD&SENSE	68
problems_02	1-WORD&SENSE	5
problem_01	1-WORD&SENSE	93
problem_02	1-WORD&SENSE	13
process_03	1-WORD&SENSE	6
process_05	1-WORD&SENSE	4
process_06	1-WORD&SENSE	8
produce_03	1-WORD&SENSE	3
producing_03	1-WORD&SENSE	3
productive_03	1-WORD&SENSE	3
products_01	1-WORD&SENSE	5
products_02	1-WORD&SENSE	3
products_05	1-WORD&SENSE	7
product_01	1-WORD&SENSE	3
product_04	1-WORD&SENSE	3
product_05	1-WORD&SENSE	3
professional_05	1-WORD&SENSE	3
profits_02	1-WORD&SENSE	3
profit_01	1-WORD&SENSE	3
profit_02	1-WORD&SENSE	8
program_02	1-WORD&SENSE	3
program_07	1-WORD&SENSE	3
prominent_02	1-WORD&SENSE	3
prone_02	1-WORD&SENSE	4
proof_01	1-WORD&SENSE	5
property_01	1-WORD&SENSE	3
proper_03	1-WORD&SENSE	4
proper_04	1-WORD&SENSE	9
prosecuted_03	1-WORD&SENSE	3
protected_01	1-WORD&SENSE	3
protected_02	1-WORD&SENSE	7
protecting_01	1-WORD&SENSE	3
protecting_02	1-WORD&SENSE	7
protection_01	1-WORD&SENSE	4
protection_02	1-WORD&SENSE	3
protect_01	1-WORD&SENSE	12
protect_02	1-WORD&SENSE	37
protesters_01	1-WORD&SENSE	4
protesting_03	1-WORD&SENSE	6
protests_03	1-WORD&SENSE	7
protest_02	1-WORD&SENSE	4
protest_03	1-WORD&SENSE	16
proud_01	1-WORD&SENSE	6
proven_01	1-WORD&SENSE	3
provide_03	1-WORD&SENSE	3
provide_06	1-WORD&SENSE	10
psychological_01	1-WORD&SENSE	8
public_01	1-WORD&SENSE	10
public_02	1-WORD&SENSE	26
published_03	1-WORD&SENSE	6
pulling_17	1-WORD&SENSE	4
pull_17	1-WORD&SENSE	8
purpose_01	1-WORD&SENSE	5
pushing_02	1-WORD&SENSE	6
push_02	1-WORD&SENSE	6
putting_01	1-WORD&SENSE	5
putting_04	1-WORD&SENSE	7
putting_07	1-WORD&SENSE	4
put_01	1-WORD&SENSE	33
put_02	1-WORD&SENSE	15
put_04	1-WORD&SENSE	24
put_07	1-WORD&SENSE	16
quality_01	1-WORD&SENSE	6
question_02	1-WORD&SENSE	6
quick_01	1-WORD&SENSE	5
quite_02	1-WORD&SENSE	7
quite_03	1-WORD&SENSE	9
quite_04	1-WORD&SENSE	19
quit_01	1-WORD&SENSE	6
race_03	1-WORD&SENSE	9
racial_01	1-WORD&SENSE	4
racial_02	1-WORD&SENSE	6
racism_01	1-WORD&SENSE	3
racism_02	1-WORD&SENSE	19
racist_01	1-WORD&SENSE	5
raised_02	1-WORD&SENSE	4
ran_01	1-WORD&SENSE	6
rape_03	1-WORD&SENSE	4
rare_05	1-WORD&SENSE	4
rare_06	1-WORD&SENSE	4
rates_04	1-WORD&SENSE	5
rate_04	1-WORD&SENSE	8
rather_01	1-WORD&SENSE	20
rather_02	1-WORD&SENSE	11
reach_01	1-WORD&SENSE	4
reach_02	1-WORD&SENSE	4
reach_03	1-WORD&SENSE	4
reach_07	1-WORD&SENSE	3
reaction_07	1-WORD&SENSE	4
react_01	1-WORD&SENSE	5
react_03	1-WORD&SENSE	3
reading_02	1-WORD&SENSE	4
reading_03	1-WORD&SENSE	38
reading_04	1-WORD&SENSE	3
reading_05	1-WORD&SENSE	12
reading_06	1-WORD&SENSE	43
reading_08	1-WORD&SENSE	3
reading_09	1-WORD&SENSE	4
ready_01	1-WORD&SENSE	3
ready_04	1-WORD&SENSE	3
read_01	1-WORD&SENSE	10
read_02	1-WORD&SENSE	5
read_03	1-WORD&SENSE	118
read_05	1-WORD&SENSE	33
read_06	1-WORD&SENSE	163
read_08	1-WORD&SENSE	15
read_09	1-WORD&SENSE	12
read_10	1-WORD&SENSE	7
reality_03	1-WORD&SENSE	9
realized_08	1-WORD&SENSE	3
realize_02	1-WORD&SENSE	21
realize_03	1-WORD&SENSE	4
realize_08	1-WORD&SENSE	9
real_01	1-WORD&SENSE	7
real_02	1-WORD&SENSE	13
real_03	1-WORD&SENSE	22
real_04	1-WORD&SENSE	6
reasons_01	1-WORD&SENSE	5
reasons_02	1-WORD&SENSE	7
reasons_03	1-WORD&SENSE	7
reasons_06	1-WORD&SENSE	6
reason_01	1-WORD&SENSE	12
reason_02	1-WORD&SENSE	25
reason_03	1-WORD&SENSE	23
reason_06	1-WORD&SENSE	24
received_03	1-WORD&SENSE	3
received_13	1-WORD&SENSE	3
recent_01	1-WORD&SENSE	17
recent_03	1-WORD&SENSE	5
recognize_02	1-WORD&SENSE	6
recover_01	1-WORD&SENSE	3
recover_04	1-WORD&SENSE	7
reduce_01	1-WORD&SENSE	3
red_01	1-WORD&SENSE	7
red_02	1-WORD&SENSE	3
reef_01	1-WORD&SENSE	3
refuge_02	1-WORD&SENSE	4
refused_05	1-WORD&SENSE	3
regarding_05	1-WORD&SENSE	19
regardless_01	1-WORD&SENSE	9
regards_01	1-WORD&SENSE	5
region_01	1-WORD&SENSE	5
region_03	1-WORD&SENSE	5
region_04	1-WORD&SENSE	3
regulations_01	1-WORD&SENSE	3
related_01	1-WORD&SENSE	5
related_05	1-WORD&SENSE	4
relationships_02	1-WORD&SENSE	4
relationship_01	1-WORD&SENSE	4
relationship_03	1-WORD&SENSE	3
relatives_01	1-WORD&SENSE	6
released_08	1-WORD&SENSE	4
release_01	1-WORD&SENSE	3
relief_01	1-WORD&SENSE	3
religion_02	1-WORD&SENSE	18
religious_02	1-WORD&SENSE	4
religious_04	1-WORD&SENSE	4
remember_01	1-WORD&SENSE	17
remember_02	1-WORD&SENSE	9
remember_07	1-WORD&SENSE	21
removed_01	1-WORD&SENSE	3
remove_01	1-WORD&SENSE	3
repeated_01	1-WORD&SENSE	3
repeating_05	1-WORD&SENSE	3
reported_04	1-WORD&SENSE	5
reporting_03	1-WORD&SENSE	4
reporting_04	1-WORD&SENSE	3
reports_03	1-WORD&SENSE	7
report_03	1-WORD&SENSE	11
report_04	1-WORD&SENSE	4
republicans_01	1-WORD&SENSE	4
republican_01	1-WORD&SENSE	3
required_02	1-WORD&SENSE	3
require_04	1-WORD&SENSE	5
resolved_02	1-WORD&SENSE	4
resources_01	1-WORD&SENSE	3
resources_02	1-WORD&SENSE	10
respect_01	1-WORD&SENSE	3
respect_02	1-WORD&SENSE	7
respect_03	1-WORD&SENSE	5
response_01	1-WORD&SENSE	4
responsibility_02	1-WORD&SENSE	6
responsible_01	1-WORD&SENSE	3
responsible_02	1-WORD&SENSE	22
rest_01	1-WORD&SENSE	6
rest_04	1-WORD&SENSE	7
rest_05	1-WORD&SENSE	3
rest_06	1-WORD&SENSE	3
rest_07	1-WORD&SENSE	4
results_02	1-WORD&SENSE	5
results_03	1-WORD&SENSE	3
result_01	1-WORD&SENSE	5
result_02	1-WORD&SENSE	7
result_03	1-WORD&SENSE	7
rich_01	1-WORD&SENSE	3
rich_02	1-WORD&SENSE	3
rich_11	1-WORD&SENSE	11
ride_02	1-WORD&SENSE	6
ride_08	1-WORD&SENSE	3
ridiculous_02	1-WORD&SENSE	10
ridiculous_03	1-WORD&SENSE	22
rights_01	1-WORD&SENSE	17
rights_07	1-WORD&SENSE	3
right_01	1-WORD&SENSE	56
right_02	1-WORD&SENSE	13
right_03	1-WORD&SENSE	5
right_04	1-WORD&SENSE	25
right_05	1-WORD&SENSE	3
right_06	1-WORD&SENSE	4
right_07	1-WORD&SENSE	27
right_08	1-WORD&SENSE	12
right_12	1-WORD&SENSE	16
rise_01	1-WORD&SENSE	4
rise_02	1-WORD&SENSE	3
rise_08	1-WORD&SENSE	3
risks_02	1-WORD&SENSE	4
risks_04	1-WORD&SENSE	3
risk_02	1-WORD&SENSE	8
risk_03	1-WORD&SENSE	5
risk_04	1-WORD&SENSE	11
road_02	1-WORD&SENSE	10
rock_02	1-WORD&SENSE	5
role_03	1-WORD&SENSE	5
room_02	1-WORD&SENSE	4
room_04	1-WORD&SENSE	8
rough_02	1-WORD&SENSE	3
rude_01	1-WORD&SENSE	5
ruined_02	1-WORD&SENSE	5
rules_09	1-WORD&SENSE	5
rule_04	1-WORD&SENSE	3
running_03	1-WORD&SENSE	5
running_11	1-WORD&SENSE	3
running_14	1-WORD&SENSE	3
run_01	1-WORD&SENSE	4
run_03	1-WORD&SENSE	8
run_05	1-WORD&SENSE	3
run_11	1-WORD&SENSE	5
russia_01	1-WORD&SENSE	22
saddened_02	1-WORD&SENSE	13
saddens_01	1-WORD&SENSE	3
saddens_02	1-WORD&SENSE	5
sadly_02	1-WORD&SENSE	6
sadness_01	1-WORD&SENSE	3
sad_01	1-WORD&SENSE	36
sad_02	1-WORD&SENSE	235
safer_02	1-WORD&SENSE	6
safety_01	1-WORD&SENSE	7
safety_02	1-WORD&SENSE	13
safety_06	1-WORD&SENSE	5
safe_01	1-WORD&SENSE	10
safe_02	1-WORD&SENSE	42
safe_03	1-WORD&SENSE	10
safe_04	1-WORD&SENSE	6
said_01	1-WORD&SENSE	71
said_09	1-WORD&SENSE	4
said_11	1-WORD&SENSE	12
sake_01	1-WORD&SENSE	4
sally_01	1-WORD&SENSE	4
saved_06	1-WORD&SENSE	3
saved_08	1-WORD&SENSE	4
save_02	1-WORD&SENSE	3
save_06	1-WORD&SENSE	9
save_08	1-WORD&SENSE	6
save_09	1-WORD&SENSE	6
saving_06	1-WORD&SENSE	4
saying_01	1-WORD&SENSE	15
says_01	1-WORD&SENSE	32
say_01	1-WORD&SENSE	72
say_02	1-WORD&SENSE	4
say_09	1-WORD&SENSE	8
say_11	1-WORD&SENSE	8
scale_10	1-WORD&SENSE	3
scared_01	1-WORD&SENSE	14
scared_10	1-WORD&SENSE	8
scene_01	1-WORD&SENSE	6
schools_05	1-WORD&SENSE	7
school_02	1-WORD&SENSE	3
school_05	1-WORD&SENSE	27
school_07	1-WORD&SENSE	9
screaming_02	1-WORD&SENSE	3
screwed_01	1-WORD&SENSE	3
search_05	1-WORD&SENSE	3
sea_01	1-WORD&SENSE	6
second_01	1-WORD&SENSE	20
second_02	1-WORD&SENSE	4
security_02	1-WORD&SENSE	9
seeing_01	1-WORD&SENSE	8
seeing_02	1-WORD&SENSE	3
seeing_05	1-WORD&SENSE	4
seeking_01	1-WORD&SENSE	6
seemed_02	1-WORD&SENSE	11
seemed_04	1-WORD&SENSE	5
seems_02	1-WORD&SENSE	113
seems_03	1-WORD&SENSE	7
seems_04	1-WORD&SENSE	58
seem_02	1-WORD&SENSE	37
seem_04	1-WORD&SENSE	24
seen_01	1-WORD&SENSE	15
seen_02	1-WORD&SENSE	8
seen_05	1-WORD&SENSE	8
seen_10	1-WORD&SENSE	3
see_01	1-WORD&SENSE	90
see_02	1-WORD&SENSE	32
see_03	1-WORD&SENSE	5
see_05	1-WORD&SENSE	47
see_08	1-WORD&SENSE	5
see_10	1-WORD&SENSE	10
see_12	1-WORD&SENSE	4
see_17	1-WORD&SENSE	6
self_02	1-WORD&SENSE	10
selling_03	1-WORD&SENSE	4
sending_02	1-WORD&SENSE	11
send_02	1-WORD&SENSE	10
sense_01	1-WORD&SENSE	12
sense_02	1-WORD&SENSE	7
sense_03	1-WORD&SENSE	4
sensitive_02	1-WORD&SENSE	3
sent_02	1-WORD&SENSE	8
serious_01	1-WORD&SENSE	15
serious_02	1-WORD&SENSE	7
serious_06	1-WORD&SENSE	5
served_01	1-WORD&SENSE	3
serve_01	1-WORD&SENSE	7
serve_07	1-WORD&SENSE	3
services_01	1-WORD&SENSE	3
service_01	1-WORD&SENSE	5
set_01	1-WORD&SENSE	4
set_02	1-WORD&SENSE	3
set_12	1-WORD&SENSE	7
several_01	1-WORD&SENSE	11
several_03	1-WORD&SENSE	7
severely_01	1-WORD&SENSE	3
severe_02	1-WORD&SENSE	4
severe_06	1-WORD&SENSE	10
sexual_02	1-WORD&SENSE	15
sexual_04	1-WORD&SENSE	6
sex_01	1-WORD&SENSE	6
sex_03	1-WORD&SENSE	9
sex_04	1-WORD&SENSE	3
shame_01	1-WORD&SENSE	7
shame_02	1-WORD&SENSE	33
shared_05	1-WORD&SENSE	3
share_01	1-WORD&SENSE	19
share_02	1-WORD&SENSE	14
shark_03	1-WORD&SENSE	4
shields_02	1-WORD&SENSE	8
shit_01	1-WORD&SENSE	9
shit_04	1-WORD&SENSE	8
shocked_01	1-WORD&SENSE	6
shocking_01	1-WORD&SENSE	9
shock_01	1-WORD&SENSE	5
shooting_01	1-WORD&SENSE	6
shooting_02	1-WORD&SENSE	17
shooting_03	1-WORD&SENSE	8
shooting_11	1-WORD&SENSE	4
shoot_01	1-WORD&SENSE	8
shoot_02	1-WORD&SENSE	6
short_01	1-WORD&SENSE	8
short_03	1-WORD&SENSE	3
short_06	1-WORD&SENSE	3
short_09	1-WORD&SENSE	7
shot_01	1-WORD&SENSE	18
shot_02	1-WORD&SENSE	5
shot_03	1-WORD&SENSE	13
shot_09	1-WORD&SENSE	3
shot_17	1-WORD&SENSE	7
showed_02	1-WORD&SENSE	3
showed_10	1-WORD&SENSE	6
showing_01	1-WORD&SENSE	7
shown_08	1-WORD&SENSE	4
shows_01	1-WORD&SENSE	9
shows_02	1-WORD&SENSE	5
shows_03	1-WORD&SENSE	6
shows_08	1-WORD&SENSE	8
shows_10	1-WORD&SENSE	3
shows_12	1-WORD&SENSE	3
show_01	1-WORD&SENSE	14
show_02	1-WORD&SENSE	6
show_03	1-WORD&SENSE	9
show_06	1-WORD&SENSE	4
show_08	1-WORD&SENSE	6
show_10	1-WORD&SENSE	4
show_12	1-WORD&SENSE	4
shut_02	1-WORD&SENSE	10
sick_01	1-WORD&SENSE	31
sick_02	1-WORD&SENSE	4
sick_06	1-WORD&SENSE	10
sides_01	1-WORD&SENSE	4
sides_06	1-WORD&SENSE	3
sides_10	1-WORD&SENSE	3
side_01	1-WORD&SENSE	8
side_09	1-WORD&SENSE	8
side_10	1-WORD&SENSE	11
sight_02	1-WORD&SENSE	3
signs_01	1-WORD&SENSE	7
sign_01	1-WORD&SENSE	5
silly_01	1-WORD&SENSE	7
similar_01	1-WORD&SENSE	10
similar_03	1-WORD&SENSE	4
similar_04	1-WORD&SENSE	5
simple_01	1-WORD&SENSE	7
simple_07	1-WORD&SENSE	4
simply_01	1-WORD&SENSE	5
simply_02	1-WORD&SENSE	3
simply_03	1-WORD&SENSE	8
simply_04	1-WORD&SENSE	13
single_01	1-WORD&SENSE	6
sisters_03	1-WORD&SENSE	3
situations_01	1-WORD&SENSE	9
situations_02	1-WORD&SENSE	5
situations_03	1-WORD&SENSE	8
situation_01	1-WORD&SENSE	46
situation_02	1-WORD&SENSE	33
situation_03	1-WORD&SENSE	43
situation_06	1-WORD&SENSE	3
sit_01	1-WORD&SENSE	8
size_05	1-WORD&SENSE	3
sleep_01	1-WORD&SENSE	7
sleep_02	1-WORD&SENSE	11
sleep_03	1-WORD&SENSE	7
smaller_01	1-WORD&SENSE	4
small_01	1-WORD&SENSE	10
small_02	1-WORD&SENSE	6
small_03	1-WORD&SENSE	5
small_04	1-WORD&SENSE	5
small_08	1-WORD&SENSE	3
smart_12	1-WORD&SENSE	7
smoking_01	1-WORD&SENSE	6
smoking_07	1-WORD&SENSE	5
social_02	1-WORD&SENSE	3
social_04	1-WORD&SENSE	11
social_05	1-WORD&SENSE	5
social_06	1-WORD&SENSE	5
society_01	1-WORD&SENSE	4
society_02	1-WORD&SENSE	37
society_03	1-WORD&SENSE	11
society_04	1-WORD&SENSE	9
soldiers_01	1-WORD&SENSE	4
soldiers_02	1-WORD&SENSE	9
solution_02	1-WORD&SENSE	6
solution_05	1-WORD&SENSE	6
somali_01	1-WORD&SENSE	5
somehow_01	1-WORD&SENSE	4
somehow_02	1-WORD&SENSE	13
son_01	1-WORD&SENSE	3
sort_01	1-WORD&SENSE	19
sort_03	1-WORD&SENSE	11
sort_04	1-WORD&SENSE	11
sounded_02	1-WORD&SENSE	4
sounds_01	1-WORD&SENSE	4
sounds_02	1-WORD&SENSE	27
sounds_04	1-WORD&SENSE	4
sound_02	1-WORD&SENSE	9
sources_07	1-WORD&SENSE	4
source_03	1-WORD&SENSE	3
source_04	1-WORD&SENSE	3
southern_01	1-WORD&SENSE	3
southern_03	1-WORD&SENSE	6
south_04	1-WORD&SENSE	3
south_05	1-WORD&SENSE	10
space_08	1-WORD&SENSE	4
speak_02	1-WORD&SENSE	6
speak_03	1-WORD&SENSE	5
special_02	1-WORD&SENSE	3
special_04	1-WORD&SENSE	5
specific_02	1-WORD&SENSE	3
specific_04	1-WORD&SENSE	4
spend_02	1-WORD&SENSE	4
spend_03	1-WORD&SENSE	8
spent_02	1-WORD&SENSE	3
spent_03	1-WORD&SENSE	7
sports_02	1-WORD&SENSE	4
sports_04	1-WORD&SENSE	7
sports_05	1-WORD&SENSE	3
sport_04	1-WORD&SENSE	4
spreading_02	1-WORD&SENSE	5
spread_02	1-WORD&SENSE	6
spread_03	1-WORD&SENSE	3
spread_07	1-WORD&SENSE	4
spread_10	1-WORD&SENSE	3
square_05	1-WORD&SENSE	3
squirrels_02	1-WORD&SENSE	3
stable_03	1-WORD&SENSE	3
standing_03	1-WORD&SENSE	4
stand_03	1-WORD&SENSE	6
stand_04	1-WORD&SENSE	11
stand_10	1-WORD&SENSE	3
stand_12	1-WORD&SENSE	4
started_02	1-WORD&SENSE	3
started_07	1-WORD&SENSE	6
started_08	1-WORD&SENSE	4
started_10	1-WORD&SENSE	4
starting_02	1-WORD&SENSE	6
starting_06	1-WORD&SENSE	3
starting_07	1-WORD&SENSE	3
starting_09	1-WORD&SENSE	3
starting_10	1-WORD&SENSE	3
start_02	1-WORD&SENSE	4
start_03	1-WORD&SENSE	4
start_07	1-WORD&SENSE	4
start_08	1-WORD&SENSE	9
start_09	1-WORD&SENSE	3
start_10	1-WORD&SENSE	9
starving_02	1-WORD&SENSE	8
star_05	1-WORD&SENSE	3
stated_02	1-WORD&SENSE	8
statement_01	1-WORD&SENSE	5
statement_04	1-WORD&SENSE	4
states_01	1-WORD&SENSE	9
states_02	1-WORD&SENSE	11
states_04	1-WORD&SENSE	21
states_06	1-WORD&SENSE	6
state_01	1-WORD&SENSE	8
state_02	1-WORD&SENSE	14
state_04	1-WORD&SENSE	14
state_06	1-WORD&SENSE	5
staying_04	1-WORD&SENSE	3
stay_02	1-WORD&SENSE	6
stay_03	1-WORD&SENSE	6
stay_04	1-WORD&SENSE	10
stay_05	1-WORD&SENSE	3
steal_03	1-WORD&SENSE	4
step_01	1-WORD&SENSE	6
step_10	1-WORD&SENSE	8
stick_03	1-WORD&SENSE	3
still_01	1-WORD&SENSE	63
still_03	1-WORD&SENSE	20
still_04	1-WORD&SENSE	78
stole_01	1-WORD&SENSE	3
stomach_03	1-WORD&SENSE	3
stomach_04	1-WORD&SENSE	8
stopped_01	1-WORD&SENSE	10
stopped_05	1-WORD&SENSE	5
stop_01	1-WORD&SENSE	39
stop_03	1-WORD&SENSE	12
stop_04	1-WORD&SENSE	11
stop_05	1-WORD&SENSE	23
stop_18	1-WORD&SENSE	4
store_02	1-WORD&SENSE	5
stories_01	1-WORD&SENSE	9
stories_02	1-WORD&SENSE	9
stories_03	1-WORD&SENSE	14
story_01	1-WORD&SENSE	35
story_02	1-WORD&SENSE	49
story_03	1-WORD&SENSE	58
strange_01	1-WORD&SENSE	3
strange_02	1-WORD&SENSE	10
streets_05	1-WORD&SENSE	6
street_05	1-WORD&SENSE	6
stressed_07	1-WORD&SENSE	5
stress_01	1-WORD&SENSE	8
stress_04	1-WORD&SENSE	3
strikes_05	1-WORD&SENSE	4
stronger_09	1-WORD&SENSE	4
strong_01	1-WORD&SENSE	3
strong_02	1-WORD&SENSE	3
strong_03	1-WORD&SENSE	3
strong_09	1-WORD&SENSE	8
struggle_01	1-WORD&SENSE	3
struggle_03	1-WORD&SENSE	8
struggling_02	1-WORD&SENSE	5
struggling_03	1-WORD&SENSE	4
stuck_01	1-WORD&SENSE	8
study_01	1-WORD&SENSE	6
study_02	1-WORD&SENSE	3
stuff_01	1-WORD&SENSE	14
stuff_04	1-WORD&SENSE	7
stuff_05	1-WORD&SENSE	15
stuff_06	1-WORD&SENSE	5
subject_02	1-WORD&SENSE	3
success_01	1-WORD&SENSE	7
sucks_01	1-WORD&SENSE	4
sucks_04	1-WORD&SENSE	7
suffered_03	1-WORD&SENSE	4
suffered_10	1-WORD&SENSE	4
suffering_01	1-WORD&SENSE	4
suffering_03	1-WORD&SENSE	18
suffering_05	1-WORD&SENSE	4
suffering_09	1-WORD&SENSE	6
suffering_10	1-WORD&SENSE	3
suffering_11	1-WORD&SENSE	6
suffer_01	1-WORD&SENSE	4
suffer_03	1-WORD&SENSE	8
suffer_10	1-WORD&SENSE	6
suffer_11	1-WORD&SENSE	5
suicide_01	1-WORD&SENSE	8
sun_01	1-WORD&SENSE	4
super_02	1-WORD&SENSE	3
super_03	1-WORD&SENSE	7
supplies_02	1-WORD&SENSE	4
supply_01	1-WORD&SENSE	7
supply_02	1-WORD&SENSE	7
supported_03	1-WORD&SENSE	4
supporters_01	1-WORD&SENSE	14
supporting_03	1-WORD&SENSE	3
support_01	1-WORD&SENSE	5
support_02	1-WORD&SENSE	3
support_03	1-WORD&SENSE	7
support_04	1-WORD&SENSE	4
support_06	1-WORD&SENSE	8
support_09	1-WORD&SENSE	5
support_10	1-WORD&SENSE	7
supposed_01	1-WORD&SENSE	3
supposed_02	1-WORD&SENSE	15
suppose_02	1-WORD&SENSE	7
sure_01	1-WORD&SENSE	12
sure_02	1-WORD&SENSE	21
sure_04	1-WORD&SENSE	10
sure_06	1-WORD&SENSE	19
sure_07	1-WORD&SENSE	59
sure_08	1-WORD&SENSE	26
surprised_01	1-WORD&SENSE	13
surprised_02	1-WORD&SENSE	8
surprise_02	1-WORD&SENSE	4
surprise_03	1-WORD&SENSE	8
survived_01	1-WORD&SENSE	9
survived_02	1-WORD&SENSE	6
survive_01	1-WORD&SENSE	10
survive_02	1-WORD&SENSE	10
suspected_03	1-WORD&SENSE	3
suspicious_01	1-WORD&SENSE	5
sympathetic_02	1-WORD&SENSE	5
sympathy_02	1-WORD&SENSE	5
symptoms_01	1-WORD&SENSE	4
system_02	1-WORD&SENSE	9
system_04	1-WORD&SENSE	3
system_05	1-WORD&SENSE	13
system_08	1-WORD&SENSE	20
taken_01	1-WORD&SENSE	13
taken_02	1-WORD&SENSE	6
taken_03	1-WORD&SENSE	3
taken_04	1-WORD&SENSE	3
taken_05	1-WORD&SENSE	4
taken_06	1-WORD&SENSE	9
taken_09	1-WORD&SENSE	6
taken_15	1-WORD&SENSE	3
taken_29	1-WORD&SENSE	6
takes_01	1-WORD&SENSE	4
takes_02	1-WORD&SENSE	3
takes_29	1-WORD&SENSE	5
takes_35	1-WORD&SENSE	3
take_01	1-WORD&SENSE	40
take_02	1-WORD&SENSE	29
take_03	1-WORD&SENSE	7
take_04	1-WORD&SENSE	3
take_05	1-WORD&SENSE	10
take_06	1-WORD&SENSE	31
take_08	1-WORD&SENSE	5
take_09	1-WORD&SENSE	8
take_15	1-WORD&SENSE	3
take_29	1-WORD&SENSE	19
take_34	1-WORD&SENSE	3
take_35	1-WORD&SENSE	12
taking_01	1-WORD&SENSE	13
taking_02	1-WORD&SENSE	7
taking_03	1-WORD&SENSE	3
taking_04	1-WORD&SENSE	4
taking_06	1-WORD&SENSE	10
taking_08	1-WORD&SENSE	3
taking_29	1-WORD&SENSE	4
taking_35	1-WORD&SENSE	3
talked_01	1-WORD&SENSE	4
talked_02	1-WORD&SENSE	9
talking_02	1-WORD&SENSE	26
talking_03	1-WORD&SENSE	3
talking_05	1-WORD&SENSE	6
talks_01	1-WORD&SENSE	5
talks_02	1-WORD&SENSE	9
talks_03	1-WORD&SENSE	3
talks_05	1-WORD&SENSE	4
talk_01	1-WORD&SENSE	5
talk_02	1-WORD&SENSE	13
talk_03	1-WORD&SENSE	5
talk_05	1-WORD&SENSE	5
teaching_02	1-WORD&SENSE	3
teach_01	1-WORD&SENSE	3
teach_02	1-WORD&SENSE	4
team_02	1-WORD&SENSE	6
tears_04	1-WORD&SENSE	4
technology_01	1-WORD&SENSE	6
telling_01	1-WORD&SENSE	6
tell_01	1-WORD&SENSE	21
